Yolo Java to Bali,15,"Home to 136m people, the Indonesian island of Java is the most densely-populated region on Earth. But while the teeming rivers of humanity that flow through Jakarta’s streets at rush hour can feel overpowering, there’s still a surprising amount of room to stretch out and explore. Travelling with other young travellers eager to experience this unique place, you’ll make your way from big cities to the calming beaches of Bali, soaking up culture and excitement along the way. And as your expert CEOs will be only too happy to show you, there’s plenty more to taste here than just stellar coffee.","[""Chill Out"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Yolo"", ""Basic"", ""2"", ""Merchandising"", ""New Trips"", ""Small Group""]",Jakarta,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AEKS.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/indonesia/AEKS/AEKS.jpg,"[[""ID"", ""Indonesia""]]"
Highlights of Sumatra,14,"If the only thing you think of when you hear “Sumatra” is “coffee,” then we need to have a chat. If you’re looking to plunge right into a nature-filled adventure with orangutans aplenty, here’s where you’ll want to be for two weeks of city touring, hiking, and having a great time bonding with your fellow travellers. We’re pretty sure you’ll agree that everything is a highlight in Sumatra.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""3"", ""New Trips"", ""Small Group""]",Medan,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/AESH.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/thailand/ATBS/ATBS.jpg,"[[""ID"", ""Indonesia""]]"
Best of Sumatra & Java,16,"A staggeringly beautiful land of volcanoes and tropical rainforest filled with all manner of unusual wildlife, the Indonesian islands of Sumatra and Java call out to explorers searching for something otherworldly. This adventure mixes close contact with orangutans and other endemic animals with encounters at coffee plantations, curiously European-like cities and dramatic landscapes, leaving you off to explore the famous Balinese beaches. Indonesia is like another planet, right here on Earth. Beam yourself up.","[""Chill Out"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""New Trips"", ""Small Group""]",Medan,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/AESJ.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/indonesia/AESM/Indonesia-Sumatra-Lake-Shoreline-IS-24344986-AESM.jpg,"[[""ID"", ""Indonesia""]]"
Best of Sumatra,8,"Fabled for its rainforests and wildlife, Sumatra remains a destination most travellers resign to their “someday” list. Someday is now. One of the largest islands in the world, this lush Indonesian gem is ideal for adventurers looking for something beyond the ordinary. Beginning in Medan, this 8-day trip will bring you face-to-face with orangutans, the impressive supervolcano at Lake Toba, coffee plantations, village life in Berastagi (famed for its delicious passion fruit) and much more. What, exactly? You’ve gotta get here to find out!","[""Chill Out"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""New Trips"", ""Small Group""]",Medan,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/AESM.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/indonesia/AESM/Indonesia-Sumatra-Lake-Shoreline-IS-24344986-AESM.jpg,"[[""ID"", ""Indonesia""]]"
Classic Bali & Lombok,14,"Snorkel the warm tropical waters and watch Balinese shadow puppets dance in the night. Marvel at floating palaces and temples. Experience the best of Bali and Lombok on this adventure, offering you the perfect combination of guided excursions and free time to explore these fascinating islands at your own pace. Cool your heels in secluded waterfall pools and relax on laid-back Gili Island. Our CEOs will bring you off the beaten path, where you’ll meet these islands' locals and gain insight into a completely different way of life.","[""Chill Out"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Sanur,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AESS.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/indonesia/AESS/AESS.jpg,"[[""ID"", ""Indonesia""]]"
Classic Bali,8,"Watch the sun rise over volcanic peaks and the spires of Pura Besakih. From pristine beaches and temples surrounded by jungle, Bali is a land loaded with cultural and natural highlights. With your accommodation and transport arranged by CEOs, this well packed adventure offers up the perfect blend of the island’s highlights and free time to get off the beaten path—where the people on the beach are just as likely to be fishermen as other travellers. With its excellent food, artists and an island steeped in culture, Bali is truly an unforgettable experience.","[""Chill Out"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Merchandising"", ""New Trips"", ""Small Group""]",Sanur,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AESU.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/indonesia/AESU/AEUS.jpg,"[[""ID"", ""Indonesia""]]"
Classic Lombok,8,"Situated a short distance from Bali but visited by only a fraction of the tourist throngs, Lombok stands apart. From animist temples and bamboo forests to beautiful coral reefs and beaches, you'll experience the best of the region in only eight days. With hotels, transport and a number of included activities arranged by our CEOs, this adventure also allows plenty of free time to create your own highlights.","[""Chill Out"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Merchandising"", ""New Trips"", ""Small Group""]",Ubud,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AEUS.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/indonesia/AEUS/AEUS.jpg,"[[""ID"", ""Indonesia""]]"
Maldives Dhoni Cruise,7,"White sands, blue skies and crystal-clear waters – cruise the extraordinary islands of the Maldives by traditional dhoni. Experience the turquoise lagoons and perfect beaches that make these islands famous. Learn the local way and dive the spectacular corals of the Indian Ocean. Every day offers relaxing sea breezes and countless photo opportunities. Indulge yourself in this tropical paradise.","[""Chill Out"", ""Yacht-based Adventures"", ""Wildlife/Nature"", ""Marine"", ""Standard"", ""2""]",Malé,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AFMS.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/maldives/AFMS/AFMS_banner_maldives_aerial.jpg,"[[""MV"", ""Maldives""]]"
Colours of Asia—Singapore to Bangkok,14,"Colourful capitals, traditional culture and tropical natural wonders—this adventure is seasoned with all the spice you would expect from these exotic regions. Savour the jumble of Melaka's colonial past by digging into local delicacies, cool off at a tea plantation in the Cameron Highlands or hike through peaceful rainforest. With hotels, transport and a number of included activities arranged by our expert CEOs, this adventure offers up a great combination of must-see highlights and free time to explore on your own.","[""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Singapore,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AGCA.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/malaysia/AGCA/AGCA_banner_indonesia_bali_ricefield.jpg,"[[""MY"", ""Malaysia""], [""TH"", ""Thailand""], [""SG"", ""Singapore""]]"
Colours of Asia – Singapore to Bangkok,14,"Colourful capitals, traditional culture and tropical natural wonders—this adventure is seasoned with all the spice you would expect from these exotic regions. Savour the jumble of Melaka's colonial past by digging into local delicacies, cool off at a tea plantation in the Cameron Highlands or hike through peaceful rainforest. With hotels, transport and a number of included activities arranged by our expert CEOs, this adventure offers up a great combination of must-see highlights and free time to explore on your own.","[""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Top Seller"", ""Small Group""]",Singapore,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/AGCA.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/malaysia/AGCA/AGCA_banner_indonesia_bali_ricefield.jpg,"[[""MY"", ""Malaysia""], [""TH"", ""Thailand""], [""SG"", ""Singapore""]]"
Beaches & Backwaters,7,"Watch the sunset through the cantilevered fishing nets of Kochi, stretch out on white sand beaches, drift through the tranquil backwaters and arise at dawn to see the wildlife at its most active. This seven-day tour offers a quick introduction to the diversity of Southern India. Inhale the exotic perfume of cardamom as you stroll through a spice gardens and unwind with some yoga in your free time. Really meet the locals and spend the night with a local family on a tour that's all about authentic cultural experience.","[""Chill Out"", ""Wildlife/Nature"", ""Classic"", ""Basic"", ""2"", ""Small Group""]",Cochin,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHBB.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHBB/AHBB_banner_india_goa_beach.jpg,"[[""IN"", ""India""]]"
Best of Southern India,14,"From steamy Kerala backwaters and spice plantations  to incredible temples and searching for tigers in the wild, have your camera  ready as you experience the highlights of Southern India. This two-week adventure offers a great balance of guided excursions and free time to explore on your own. Travel by train,buses, rickshaw, tuk tuk, bicycle and country boats will bring you closer to the locals and is a fascinating way to gain insight into the peaceful backwaters of Kerala, and stunning temples of Tamilnadu.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Cochin,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHBS.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHBS/AHBS_banner_india_elephant_ride.jpg,"[[""IN"", ""India""]]"
Rajasthan Cycling,15,"Legendary landmarks, secluded villages, every colour you can imagine (and then some)—Rajasthan is a place best viewed up-close. A great opportunity for active travellers to mix some exercise with their exploring, this 15-day journey across northwestern India will work out your shutter-finger as much as your calves. After soaking up the sights in bustling Delhi, you’ll bike to remote communities near scenic Jhadol, visit the famed ‘Pink City’ of Jaipur, spot tigers in Ranthambore and, of course, get some face time with the Taj Mahal. Make your next adventure pedal-powered.","[""Cycling"", ""Active"", ""Standard"", ""4"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHDA.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHDA/AHDA-iStock_000019144303Medium.jpg,"[[""IN"", ""India""]]"
Discover India—Delhi to Cochin,21,"From the hectic pace of Northern Delhi to the beaches of Goa and the fishing nets of relaxed Cochin, this epic journey packages the subcontinent’s highlights into three well-paced weeks. Watch the sunrise at Savitri temple in Pushkar and explore the canals of Aleppey on your way to a homestay with a local family. With your hotel and transport arranged by our CEOs, you can concentrate on choosing your own adventure. Pack your trip with everything you want—and nothing you don't. What are you waiting for? Lush hills, wildlife spotting, bustling cities and mouth-watering curries await!","[""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Basic"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHDC.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHDC/AHDC_banner_india_woman_pax.jpg,"[[""IN"", ""India""]]"
Discover India—Delhi to Kochi,21,"From the hectic pace of northern Delhi to the beaches of Goa and the fishing nets of relaxed Kochi, this epic journey packages the subcontinent’s highlights into three well-paced weeks. Watch the sunrise at Savitri temple in Pushkar and explore the canals of Alleppey on your way to a homestay with a local family. With your hotel and transport arranged by our CEOs, you can concentrate on choosing your own adventure. Pack your trip with everything you want—and nothing you don't. What are you waiting for? Lush hills, bustling cities and mouth-watering curries await!","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHDC.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHDC/AHDC-India%20Market%20Food%20Vendor%20Chai-Leo%20Tamburri%202011-IMGP5104%20Processed%20Lg%20RGB.jpg,"[[""IN"", ""India""]]"
Delhi to Kathmandu Adventure,15,"If you’re looking to experience the diversity of India and Nepal, this 15-day trip contrasts the kaleidoscope of culture and colour that is India with the pristine serenity of Nepal's Himalayan Mountains. From the ghats that line the banks of the Ganges in Varanasi to an elephant safari in Chitwan National Park, our expert CEOs will take you through a region of unsurpassed natural beauty and spirituality before revealing to you the rugged Himalayan landscape of Nepal’s magical capital, Kathmandu.","[""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHDK.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHDK/AHDK_banner_india_taj_mahal_sky.jpg,"[[""NP"", ""Nepal""], [""IN"", ""India""]]"
Delhi to Kathmandu Yolo Adventure,15,"India is less a place to see than a place to do and this fast-paced 15-day tour ensures you live every moment to the fullest. With other youthful travellers, you'll sail the Ganges, have the opportunity to take a jeep safari in Chitwan National Park and breathe deeply in the Himalayas of Nepal. It's a mix of classics like the Taj Majal, and backpacker faves like Pushkar wrapped up in a riot of colour. And we do the planning but leave the choice of excursions up to you. Don't explore South Asia—live it.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHDU.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHUH/AHDU-India%20Jaipur%20Jasmine%20Flowers%20Traveller%20Tamar-Leo%20Tamburri%202011-IMGP6607%20Processed%20Lg%20RGB.jpg,"[[""NP"", ""Nepal""], [""IN"", ""India""]]"
Essential India,15,"From the intricate saris of Rajasthan to the beautiful symmetry of the Taj Mahal, this compact journey is a photographer's delight and the perfect introduction to India. You'll walk along the ghats on the River Ganges to encounter the spiritual heart of Hinduism in Varanasi and get off the beaten path exploring carved stepwells and quaint temples in rural villages. With the perfect combination of included activities and free time to explore nation's rich heritage, you're sure to be caught up in India's incredible tapestry of life.","[""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Merchandising"", ""Top Seller"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHEH.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHEH/AHEH_banner_india_gwailor_fort.jpg,"[[""IN"", ""India""]]"
Down the Ganges,15,"What can you do with 15 days in India? Oh, this and that… Start with whitewater rafting in the foothills of the Himalaya and a visit to the Taj Mahal, a monument that redefines the word ‘monumental.’ Next, hunt river dolphins (with your camera, of course), witness the moving burial ceremonies at the Ghats of Varanasi and camp out along the shores of the mighty Ganges itself. From bustling New Delhi to gorgeous Agra to colonial Kolkata and all points in between, this is India in a nutshell—a huge, wonderful, brightly-coloured nutshell.","[""Photography"", ""Wildlife/Nature"", ""Rafting"", ""Culture/History"", ""Classic"", ""Standard"", ""3"", ""Merchandising"", ""New Trips"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHGS.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHGS/AHGS.jpg,"[[""IN"", ""India""]]"
Golden Triangle,8,"This compact Indian journey will introduce you to three very different northern cities and the colourful rural life of Rajasthan. From the hectic pace of Delhi, with its bustling markets, magnificent monuments and colonial past, travel by private transport to Agra and the mesmerizing beauty of the Taj Mahal—truly one of the wonders of the world. Discover why Jaipur is called the 'Pink City' and get a taste of village life in Abhaneri with its magnificent stepwells. Photographers and culture lovers won't be disappointed on this classic adventure.","[""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Merchandising"", ""Top Seller"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHGT.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHGT/AHGT_banner_india_johdpur_mother_child.jpg,"[[""IN"", ""India""]]"
India Encompassed,28,"From the beautiful symmetry of the Taj Mahal to the unforgettable backwaters of Kerala, this comprehensive Indian journey is a photographer's delight. Walk along the sacred Ganges River in Varanasi and explore Abhaneri’s carved stepwells in the north before flying south to search for tigers in the wild and exotic spices in relaxed hill stations. With an intriguing combination of included activities and free time, city streets and rural  spirit, you're sure to gain an understanding of the people and insight into this fascinating land. This month-long adventure will leave you with memories to last a lifetime.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHHE.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHHE/AHHE_banner_india_shrinagar_lake_boat.jpg,"[[""IN"", ""India""]]"
Incredible India,21,"If you’re looking for a taste of India’s world-class highlights, but still want to explore some of its hidden gems, this action-packed adventure serves up a great combination. Stand in awe of the Taj Mahal's perfection, wander the French Quarter of Pondicherry, search for tigers in the wild—experience the iconic highlights of the north before flying south for even more culture and wilderness. Appreciate the colours of Rajasthan and the Tamil-style of the Sri Meenakshi Temple. Our CEO will lead the way and eliminate the hassle so you can experience incredible India.","[""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHHH.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHHH/AHHH_banner_india_ahmadabad_wedding_bride.jpg,"[[""IN"", ""India""]]"
Best of India and Nepal,17,"For the nature lover who appreciates the history and culture of India and Nepal, this classic adventure fits the bill. Explore the golden triangle, with its rich and ancient heritage, national monuments and vibrant cities. Encounter icons like the Palace of the Winds in Jaipur and the Taj Mahal before flying to Kathmandu and the pristine air of the Himalaya. From an elephant safari to rugged foothills, your local CEO will take care of the accommodation and transportation, leaving you free to explore the incredible diversity of these intriguing countries.","[""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Classic"", ""Standard"", ""4"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHHN.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHHN/AHHN_banner_india_sadhu.jpg,"[[""NP"", ""Nepal""], [""IN"", ""India""]]"
India Family Adventure,11,"There’s no place on Earth as colourful as India. Don’t believe us? Come see for yourself! Your family will witness the full spectrum over these 11 busy days, from the Jama Masjid’s red sandstone, Jaipur’s pink-tinged architecture, Ranthambore National Park’s lush green hills (and its orange-striped main attraction: tigers!), the blazing white majesty of the Taj, and a dazzling flurry of silks in every market. Adventure is an art, and India has the boldest palette around.","[""Family"", ""Family"", ""Upgraded"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHIF.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHIF/AHIF-India%20Agra%20Traveller%20Tamar%20Henna-Leo%20Tamburri%202011-IMGP5924%20Processed%20Lg%20RGB.jpg,"[[""IN"", ""India""]]"
Highlights of South India,7,"Compared to the North, southern India is a different place working on a different pace. But you don't need to devote a month to get here; this compact trip offers a healthy taste of Kerala's stunning tropical beauty. Luxuriate on the beach and watch the sunset, explore magnificent temples, savour that last smidgen of flavour as you scrape your banana leaf plate clean. And after a night aboard a houseboat in the tranquil backwaters, you may never want to leave.","[""Chill Out"", ""Culture/History"", ""Comfort"", ""Upgraded"", ""2"", ""Small Group""]",Kochi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHIS.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHIS/AHIS_banner_india_henna_hands.jpg,"[[""IN"", ""India""]]"
North India Highlights,8,"Home to the Taj Majal, Delhi's Jama Masjid Mosque, and the 'Pink City' of Jaipur, this area is known as the Golden Triangle for a reason. But adventurous travellers know it's also bursting with small-town colours and regional culture. This compact 8-day tour offers plenty of time at the best monuments plus local markets, villages and a stay in a heritage hotel for a taste of traditional life. Everyone should see Rajasthan once in their life—this adventure makes it easy for all.","[""Culture/History"", ""Comfort"", ""Upgraded"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHIT.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHHE/AHHE-India%20Jaipur%20Traveller%20Carolyn%20Sari-Leo%20Tamburri%202011-IMGP6800%20Processed%20Lg%20RGB.jpg,"[[""IN"", ""India""]]"
Wonders of North India,14,"There’s so much to see and do in India that no traveller’s experience there is ever alike. This trip blends the classic highlights you find in the glossy travel spreads with intimate, highly personal moments far from the beaten path. Marvel at the colonial treasures of New Delhi and the flat-out gorgeous Taj Mahal, then haggle for the best deal like a lifelong local in the bustling markets. In Rajasthan, you’ll see colours you never even knew existed, and in Gujarat, you’ll stumble across stone-age settlements and some of the world’s rarest wildlife.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Upgraded"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHJI.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHJI/AHJI.jpg,"[[""IN"", ""India""]]"
Land of the Maharajas,15,"Legend has it that colour film was invented specifically to capture the vibrancy of India. (Okay, we made that up, but still…) This adventure offers a look at the history and heritage of this always surprising land, bringing you to the imperial Mughal cities of Agra and New Delhi, stunning capitals of the former princely states—home to sprawling haveli and Rajput-era palaces—and rural Rajasthan villages and fortified towns untouched by time. And with A/C transport and accommodation throughout, you feel a little like royalty yourself.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Upgraded"", ""2"", ""Merchandising"", ""New Trips"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHLM.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHLM/AHLM.jpg,"[[""IN"", ""India""]]"
Highlights of India,14,"North India or South? Do both! This 2-week tour combines the riot of Rajasthan’s colours with the calming greens of Kerala. You'll have time to immerse yourself in regional traditions in the North—you'll spend a night at a heritage village hotel—and time to unwind in the south—just imagine cruising the backwaters on a houseboat. Throw in the Taj Mahal, the 'Pink City' of Jaipur and Delhi’s rich architecture and you're left with one spicy curry of an adventure—many flavours with big impact.","[""Chill Out"", ""Culture/History"", ""Comfort"", ""Upgraded"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHNS.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHNS/AHNS-India-Agra-Taj-Mahal-Sunrise-IS-9176503-Or-RGB.jpg,"[[""IN"", ""India""]]"
Rajasthan Adventure,15,"Travelling through Rajasthan is like walking through a kaleidoscope. Everywhere you look, colours dance before your eyes—from saris drying on riverbeds to the sunsets of Udaipur, from the spice market in Jodhpur to the white marble of the Taj Mahal. Uncover the secrets of romantic Rajasthan on this fifteen-day tour of the colourful Indian state. Marvel at the rampart views from Jodphur's Meherangarh Fort and then soak in the relaxed atmosphere of Udaipur. Your expert CEO will take care of the hassles—and travel days are well paced and include private transport, so you'll hit the sites refreshed. Be prepared to fall in love with India!","[""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHRA.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHRA/AHRA_banner_india_motorbike.jpg,"[[""IN"", ""India""]]"
Roam India,20,"From the monuments of Delhi to the colourful cities of Rajasthan, experience three weeks of Northern India's best. Marvel at Jaisalmer's mud fortress and Bikaner's unique temple before journeying into the desert for an overnight camel safari. Follow in the footsteps of pilgrims and make your way to the Ganges River at Varanasi. Your expert CEO will take care of the hassles so you're free to see the sights or just soak up the vibe—India is home to great food, fascinating culture, alluring sights and friendly and inviting people. Discover the charms and mystery that makes up this incredible country.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHRH.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHRH/AHRH_banner_india_amber_fort_elephant.jpg,"[[""IN"", ""India""]]"
India on a Shoestring,20,"From the monuments of Delhi to the colourful cities of Rajasthan, experience three weeks of northern India's best. Marvel at Jaisalmer's mud fortress and Bikaner's unique temple before journeying into the desert for an overnight camel safari. Follow in the footsteps of pilgrims and make your way to the Ganges River at Varanasi. Your expert CEO will take care of the hassles so you're free to see the sights or just soak up the vibe—India is home to great food, fascinating culture, alluring sights and friendly and inviting people. Discover the charms and mystery that make up this incredible country.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""2"", ""Top Seller"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHRH.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHIF/AHIF-India%20Agra%20Traveller%20Tamar%20Henna-Leo%20Tamburri%202011-IMGP5924%20Processed%20Lg%20RGB.jpg,"[[""IN"", ""India""]]"
Spiritual India,14,"Religion and spiritual thought have ranked among India’s greatest exports since the dawn of recorded history: Hinduism, Buddhism and Sikhism all originated here, and the country boasts significant populations of Muslims and Christians, too. On this trip, you’ll explore the roots of some of the world’s major religions, visiting temples, shrines and tombs—including the legendary Taj Mahal—sacred to millions while absorbing the rich culture and vibrant daily life of this exciting country. Load up on film and memory cards; you’re going to need them.","[""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""3"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHSH.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHSH/AHSH_banner_india_varanasi_dawn.jpg,"[[""IN"", ""India""]]"
South India Delights,15,"Think you’ve seen India? The South is a land apart. Enter a world where time feels like it has stood still forever. You’ll explore the famous sites and temples at Kochi, Pondicherry and Madurai and enjoy a night on a houseboat in Kerala's tranquil backwaters but it’s the local village immersion that you’ll treasure forever. Try on traditional fashions, get hands-on in a regional cooking class and inhale the refreshing air of a spice garden to see what makes this region tick.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Discovery Adventures"", ""Upgraded"", ""2"", ""Small Group""]",Kochi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/AHSID.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHDC/AHDC_banner_india_woman_pax.jpg,"[[""IN"", ""India""]]"
Spirit of India,15,"Walking through Delhi’s markets, you realize that India’s like nothing you’ve ever experienced—its kaleidoscope of culture and color has burnt itself into your memory. And it’s not just the magnificent  forts or treasures like the Taj Mahal that impress—it’s the country’s spirit. Visit the birthplace of Buddhism and Hinduism to gain greater insight into this ancient and complex land. From a safari in Ranthambore and a cruise on the Ganges to elephant rides, our expert guides will bring you deep into one of the world’s most culturally and spiritually fascinating places.","[""Wildlife/Nature"", ""Culture/History"", ""Discovery Adventures"", ""Upgraded"", ""2"", ""Small Group""]",Delhi,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/AHSPD.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/india/AHSPD/cyoa_asia_india_taj_mahal.jpg,"[[""IN"", ""India""]]"
